
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE04 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
   -16.00   -20.00   -17.74  -171.11    42.17   -25.04   -34.51    -0.84    -0.73     0.14   -11.83   -14.76   252.24   134.63
   -16.00   -22.00   -25.79  -170.58    43.43   -25.04   -39.28    -0.84    -0.68     0.21   -11.83   -16.22   252.24    75.47
   -16.00   -24.00   -33.35  -170.08    44.66   -25.04   -44.08    -0.84    -0.62     0.27   -11.83   -17.69   252.24    16.08
   -16.00   -26.00   -35.31  -169.95    44.99   -25.04   -45.38    -0.84    -0.60     0.29   -11.83   -18.08   252.24     0.00
   -18.00     0.00   112.58  -178.97    27.67   -29.76    12.00    -0.79    -1.30    -0.63   -13.29     0.00   193.56   712.01
   -18.00     2.00   131.12  -180.28    25.62   -29.76    16.54    -0.79    -1.36    -0.70   -13.29     1.49   193.56   768.10
   -18.00     4.00   151.54  -181.72    23.43   -29.76    21.05    -0.79    -1.42    -0.77   -13.29     2.98   193.56   823.84
   -18.00     6.00   174.16  -183.31    21.09   -29.76    25.54    -0.79    -1.47    -0.85   -13.29     4.48   193.56   879.21
   -18.00     8.00   199.36  -185.09    18.56   -29.76    30.01    -0.79    -1.53    -0.92   -13.29     5.98   193.56   934.19
   -18.00    10.00   227.62  -187.08    15.82   -29.76    34.46    -0.79    -1.59    -0.99   -13.29     7.48   193.56   988.75
   -18.00    12.00   259.53  -189.33    12.81   -29.76    38.88    -0.79    -1.65    -1.07   -13.29     8.99   193.56  1042.89
   -18.00    14.00   295.86  -191.89     9.49   -29.76    43.27    -0.79    -1.71    -1.14   -13.29    10.50   193.56  1096.57
   -18.00    16.00   337.61  -194.84     5.79   -29.76    47.64    -0.79    -1.77    -1.22   -13.29    12.01   193.56  1149.76
   -18.00    18.00   386.11  -198.26     1.61   -29.76    51.98    -0.79    -1.83    -1.29   -13.29    13.53   193.56  1202.44
   -18.00    20.00   443.14  -202.28    -3.18   -29.76    56.30    -0.79    -1.89    -1.37   -13.29    15.06   193.56  1254.59
   -18.00    22.00   511.20  -207.08    -8.74   -29.76    60.58    -0.79    -1.94    -1.44   -13.29    16.59   193.56  1306.16
   -18.00    24.00   593.86  -212.91   -15.34   -29.76    64.83    -0.79    -2.01    -1.52   -13.29    18.12   193.56  1357.12
   -18.00    26.00   696.43  -220.14   -23.35   -29.76    69.04    -0.79    -2.07    -1.60   -13.29    19.66   193.56  1407.43
   -18.00    28.00   827.12  -229.36   -33.34   -29.76    73.22    -0.79    -2.13    -1.68   -13.29    21.21   193.56  1457.06
   -18.00    30.00   999.41  -241.51   -46.27   -29.76    77.35    -0.79    -2.19    -1.75   -13.29    22.76   193.56  1505.95
   -18.00    32.00  1237.03  -258.27   -63.81   -29.76    81.45    -0.79    -2.25    -1.83   -13.29    24.32   193.56  1554.06
   -18.00    34.00  1586.02  -282.88   -89.21   -29.76    85.49    -0.79    -2.31    -1.91   -13.29    25.89   193.56  1601.34
   -18.00    36.00  2148.91  -322.58  -129.69   -29.76    89.49    -0.79    -2.37    -1.99   -13.29    27.46   193.56  1647.72
   -18.00    38.00  3209.96  -397.41  -205.32   -29.76    93.43    -0.79    -2.44    -2.07   -13.29    29.05   193.56  1693.16
   -18.00    40.00  5957.80  -591.19  -399.90   -29.76    97.31    -0.79    -2.50    -2.15   -13.29    30.64   193.56  1737.56
   -18.00    42.00 30060.19 -2290.96 -2100.48   -29.76   101.13    -0.79    -2.56    -2.24   -13.29    32.24   193.56  1780.87
   -18.00    44.00 ********   586.33   776.01   -29.76   104.87    -0.79    -2.63    -2.32   -13.29    33.86   193.56  1822.99
   -18.00    46.00 -4714.82   161.47   350.33   -29.76   108.54    -0.79    -2.69    -2.40   -13.29    35.48   193.56  1863.83
   -18.00    48.00 -3082.84    46.38   234.42   -29.76   112.13    -0.79    -2.76    -2.49   -13.29    37.12   193.56  1903.30
   -18.00    50.00 -2322.48    -7.24   179.97   -29.76   115.62    -0.79    -2.82    -2.57   -13.29    38.77   193.56  1941.28
   -18.00    52.00 -1882.38   -38.28   148.09   -29.76   119.02    -0.79    -2.89    -2.66   -13.29    40.43   193.56  1977.63
   -18.00    54.00 -1595.20   -58.53   127.00   -29.76   122.30    -0.79    -2.96    -2.75   -13.29    42.11   193.56  2012.22
   -18.00    56.00 -1392.89   -72.80   111.88   -29.76   125.46    -0.79    -3.03    -2.83   -13.29    43.81   193.56  2044.89
   -18.00     0.00   112.58  -178.97    27.67   -29.76    12.00    -0.79    -1.30    -0.63   -13.29     0.00   193.56   712.01
   -18.00    -2.00    95.68  -177.78    29.61   -29.76     7.44    -0.79    -1.24    -0.56   -13.29    -1.49   193.56   655.58
   -18.00    -4.00    80.21  -176.69    31.44   -29.76     2.87    -0.79    -1.19    -0.49   -13.29    -2.97   193.56   598.83
   -18.00    -6.00    65.99  -175.68    33.18   -29.76    -1.73    -0.79    -1.13    -0.42   -13.29    -4.45   193.56   541.77
   -18.00    -8.00    52.87  -174.76    34.85   -29.76    -6.35    -0.79    -1.07    -0.35   -13.29    -5.93   193.56   484.41
   -18.00   -10.00    40.73  -173.90    36.44   -29.76   -10.99    -0.79    -1.01    -0.28   -13.29    -7.41   193.56   426.77
   -18.00   -12.00    29.45  -173.11    37.97   -29.76   -15.65    -0.79    -0.96    -0.21   -13.29    -8.88   193.56   368.86
   -18.00   -14.00    18.96  -172.37    39.45   -29.76   -20.33    -0.79    -0.90    -0.14   -13.29   -10.36   193.56   310.68
   -18.00   -16.00     9.17  -171.68    40.87   -29.76   -25.04    -0.79    -0.84    -0.07   -13.29   -11.83   193.56   252.24
   -18.00   -18.00     0.00  -171.03    42.25   -29.76   -29.76    -0.79    -0.79     0.00   -13.29   -13.29   193.56   193.56
   -18.00   -20.00    -8.59  -170.42    43.59   -29.76   -34.51    -0.79    -0.73     0.07   -13.29   -14.76   193.56   134.63
   -18.00   -22.00   -16.67  -169.85    44.89   -29.76   -39.28    -0.79    -0.68     0.14   -13.29   -16.22   193.56    75.47
   -18.00   -24.00   -24.28  -169.32    46.16   -29.76   -44.08    -0.79    -0.62     0.20   -13.29   -17.69   193.56    16.08
   -18.00   -26.00   -26.26  -169.18    46.49   -29.76   -45.38    -0.79    -0.60     0.22   -13.29   -18.08   193.56     0.00
   -20.00     0.00   119.65  -178.76    28.61   -34.51    12.00    -0.73    -1.30    -0.70   -14.76     0.00   134.63   712.01
   -20.00     2.00   137.67  -180.11    26.52   -34.51    16.54    -0.73    -1.36    -0.77   -14.76     1.49   134.63   768.10
   -20.00     4.00   157.43  -181.60    24.28   -34.51    21.05    -0.73    -1.42    -0.84   -14.76     2.98   134.63   823.84
   -20.00     6.00   179.22  -183.23    21.90   -34.51    25.54    -0.73    -1.47    -0.92   -14.76     4.48   134.63   879.21
   -20.00     8.00   203.36  -185.04    19.34   -34.51    30.01    -0.73    -1.53    -0.99   -14.76     5.98   134.63   934.19
   -20.00    10.00   230.27  -187.06    16.57   -34.51    34.46    -0.73    -1.59    -1.06   -14.76     7.48   134.63   988.75
   -20.00    12.00   260.46  -189.33    13.55   -34.51    38.88    -0.73    -1.65    -1.14   -14.76     8.99   134.63  1042.89
   -20.00    14.00   294.56  -191.89    10.23   -34.51    43.27    -0.73    -1.71    -1.21   -14.76    10.50   134.63  1096.57
   -20.00    16.00   333.42  -194.81     6.55   -34.51    47.64    -0.73    -1.77    -1.28   -14.76    12.01   134.63  1149.76
   -20.00    18.00   378.11  -198.16     2.44   -34.51    51.98    -0.73    -1.83    -1.36   -14.76    13.53   134.63  1202.44
   -20.00    20.00   430.07  -202.06    -2.23   -34.51    56.30    -0.73    -1.89    -1.44   -14.76    15.06   134.63  1254.59
   -20.00    22.00   491.24  -206.66    -7.59   -34.51    60.58    -0.73    -1.94    -1.51   -14.76    16.59   134.63  1306.16
   -20.00    24.00   564.33  -212.14   -13.84   -34.51    64.83    -0.73    -2.01    -1.59   -14.76    18.12   134.63  1357.12
   -20.00    26.00   653.24  -218.82   -21.29   -34.51    69.04    -0.73    -2.07    -1.67   -14.76    19.66   134.63  1407.43
   -20.00    28.00   763.77  -227.11   -30.36   -34.51    73.22    -0.73    -2.13    -1.74   -14.76    21.21   134.63  1457.06
   -20.00    30.00   904.96  -237.71   -41.74   -34.51    77.35    -0.73    -2.19    -1.82   -14.76    22.76   134.63  1505.95
   -20.00    32.00  1091.69  -251.73   -56.54   -34.51    81.45    -0.73    -2.25    -1.90   -14.76    24.32   134.63  1554.06
   -20.00    34.00  1350.36  -271.15   -76.74   -34.51    85.49    -0.73    -2.31    -1.98   -14.76    25.89   134.63  1601.34
   -20.00    36.00  1732.67  -299.85  -106.23   -34.51    89.49    -0.73    -2.37    -2.06   -14.76    27.46   134.63  1647.72
   -20.00    38.00  2355.43  -346.60  -153.78   -34.51    93.43    -0.73    -2.44    -2.14   -14.76    29.05   134.63  1693.16
   -20.00    40.00  3550.42  -436.31  -244.29   -34.51    97.31    -0.73    -2.50    -2.22   -14.76    30.64   134.63  1737.56
   -20.00    42.00  6779.66  -678.73  -487.51   -34.51   101.13    -0.73    -2.56    -2.30   -14.76    32.24   134.63  1780.87
   -20.00    44.00 47089.19 -3704.77 -3514.37   -34.51   104.87    -0.73    -2.63    -2.39   -14.76    33.86   134.63  1822.99
   -20.00    46.00 ********   597.20   786.79   -34.51   108.54    -0.73    -2.69    -2.47   -14.76    35.48   134.63  1863.83
   -20.00    48.00 -4750.53   186.85   375.62   -34.51   112.13    -0.73    -2.76    -2.55   -14.76    37.12   134.63  1903.30
   -20.00    50.00 -3152.35    66.87   254.81   -34.51   115.62    -0.73    -2.82    -2.64   -14.76    38.77   134.63  1941.28
   -20.00    52.00 -2389.11     9.57   196.68   -34.51   119.02    -0.73    -2.89    -2.73   -14.76    40.43   134.63  1977.63
   -20.00    54.00 -1941.74   -24.01   162.25   -34.51   122.30    -0.73    -2.96    -2.81   -14.76    42.11   134.63  2012.22
   -20.00    56.00 -1647.57   -46.09   139.31   -34.51   125.46    -0.73    -3.03    -2.90   -14.76    43.81   134.63  2044.89
   -20.00     0.00   119.65  -178.76    28.61   -34.51    12.00    -0.73    -1.30    -0.70   -14.76     0.00   134.63   712.01
   -20.00    -2.00   103.16  -177.52    30.59   -34.51     7.44    -0.73    -1.24    -0.63   -14.76    -1.49   134.63   655.58
   -20.00    -4.00    88.01  -176.38    32.47   -34.51     2.87    -0.73    -1.19    -0.56   -14.76    -2.97   134.63   598.83
   -20.00    -6.00    74.03  -175.34    34.26   -34.51    -1.73    -0.73    -1.13    -0.49   -14.76    -4.45   134.63   541.77
   -20.00    -8.00    61.10  -174.36    35.97   -34.51    -6.35    -0.73    -1.07    -0.42   -14.76    -5.93   134.63   484.41
   -20.00   -10.00    49.10  -173.46    37.61   -34.51   -10.99    -0.73    -1.01    -0.35   -14.76    -7.41   134.63   426.77
   -20.00   -12.00    37.92  -172.62    39.19   -34.51   -15.65    -0.73    -0.96    -0.28   -14.76    -8.88   134.63   368.86
   -20.00   -14.00    27.50  -171.84    40.71   -34.51   -20.33    -0.73    -0.90    -0.21   -14.76   -10.36   134.63   310.68
   -20.00   -16.00    17.74  -171.11    42.17   -34.51   -25.04    -0.73    -0.84    -0.14   -14.76   -11.83   134.63   252.24
   -20.00   -18.00     8.59  -170.42    43.59   -34.51   -29.76    -0.73    -0.79    -0.07   -14.76   -13.29   134.63   193.56
   -20.00   -20.00     0.00  -169.78    44.97   -34.51   -34.51    -0.73    -0.73     0.00   -14.76   -14.76   134.63   134.63
   -20.00   -22.00    -8.09  -169.17    46.31   -34.51   -39.28    -0.73    -0.68     0.07   -14.76   -16.22   134.63    75.47
   -20.00   -24.00   -15.73  -168.60    47.61   -34.51   -44.08    -0.73    -0.62     0.14   -14.76   -17.69   134.63    16.08
   -20.00   -26.00   -17.71  -168.45    47.95   -34.51   -45.38    -0.73    -0.60     0.15   -14.76   -18.08   134.63     0.00
   -22.00     0.00   126.14  -178.57    29.53   -39.28    12.00    -0.68    -1.30    -0.77   -16.22     0.00    75.47   712.01
   -22.00     2.00   143.65  -179.96    27.39   -39.28    16.54    -0.68    -1.36    -0.84   -16.22     1.49    75.47   768.10
   -22.00     4.00   162.79  -181.49    25.12   -39.28    21.05    -0.68    -1.42    -0.91   -16.22     2.98    75.47   823.84
   -22.00     6.00   183.80  -183.16    22.70   -39.28    25.54    -0.68    -1.47    -0.98   -16.22     4.48    75.47   879.21
   -22.00     8.00   206.97  -185.00    20.11   -39.28    30.01    -0.68    -1.53    -1.06   -16.22     5.98    75.47   934.19
   -22.00    10.00   232.65  -187.05    17.31   -39.28    34.46    -0.68    -1.59    -1.13   -16.22     7.48    75.47   988.75
   -22.00    12.00   261.28  -189.33    14.28   -39.28    38.88    -0.68    -1.65    -1.20   -16.22     8.99    75.47  1042.89
   -22.00    14.00   293.43  -191.89    10.96   -39.28    43.27    -0.68    -1.71    -1.28   -16.22    10.50    75.47  1096.57
   -22.00    16.00   329.77  -194.78     7.31   -39.28    47.64    -0.68    -1.77    -1.35   -16.22    12.01    75.47  1149.76
   -22.00    18.00   371.20  -198.08     3.25   -39.28    51.98    -0.68    -1.83    -1.43   -16.22    13.53    75.47  1202.44
   -22.00    20.00   418.90  -201.88    -1.31   -39.28    56.30    -0.68    -1.89    -1.50   -16.22    15.06    75.47  1254.59
   -22.00    22.00   474.40  -206.30    -6.50   -39.28    60.58    -0.68    -1.94    -1.58   -16.22    16.59    75.47  1306.16
   -22.00    24.00   539.81  -211.50   -12.47   -39.28    64.83    -0.68    -2.01    -1.66   -16.22    18.12    75.47  1357.12
   -22.00    26.00   618.09  -217.74   -19.48   -39.28    69.04    -0.68    -2.07    -1.73   -16.22    19.66    75.47  1407.43
   -22.00    28.00   713.48  -225.33   -27.85   -39.28    73.22    -0.68    -2.13    -1.81   -16.22    21.21    75.47  1457.06
   -22.00    30.00   832.32  -234.79   -38.09   -39.28    77.35    -0.68    -2.19    -1.89   -16.22    22.76    75.47  1505.95
   -22.00    32.00   984.52  -246.91   -50.99   -39.28    81.45    -0.68    -2.25    -1.97   -16.22    24.32    75.47  1554.06
   -22.00    34.00  1186.55  -263.00   -67.86   -39.28    85.49    -0.68    -2.31    -2.05   -16.22    25.89    75.47  1601.34
   -22.00    36.00  1467.77  -285.39   -91.04   -39.28    89.49    -0.68    -2.37    -2.13   -16.22    27.46    75.47  1647.72
   -22.00    38.00  1886.34  -318.71  -125.16   -39.28    93.43    -0.68    -2.44    -2.21   -16.22    29.05    75.47  1693.16
   -22.00    40.00  2575.84  -373.61  -180.85   -39.28    97.31    -0.68    -2.50    -2.29   -16.22    30.64    75.47  1737.56
   -22.00    42.00  3926.15  -481.12  -289.17   -39.28   101.13    -0.68    -2.56    -2.37   -16.22    32.24    75.47  1780.87
   -22.00    44.00  7765.37  -786.78  -595.65   -39.28   104.87    -0.68    -2.63    -2.45   -16.22    33.86    75.47  1822.99
   -22.00    46.00 ******** -8334.90 -8144.57   -39.28   108.54    -0.68    -2.69    -2.54   -16.22    35.48    75.47  1863.83
   -22.00    48.00 -9708.75   604.46   793.96   -39.28   112.13    -0.68    -2.76    -2.62   -16.22    37.12    75.47  1903.30
   -22.00    50.00 -4761.34   210.56   399.23   -39.28   115.62    -0.68    -2.82    -2.71   -16.22    38.77    75.47  1941.28
   -22.00    52.00 -3206.94    86.80   274.64   -39.28   119.02    -0.68    -2.89    -2.79   -16.22    40.43    75.47  1977.63
   -22.00    54.00 -2445.92    26.21   213.20   -39.28   122.30    -0.68    -2.96    -2.88   -16.22    42.11    75.47  2012.22
   -22.00    56.00 -1994.04    -9.77   176.37   -39.28   125.46    -0.68    -3.03    -2.97   -16.22    43.81    75.47  2044.89
   -22.00     0.00   126.14  -178.57    29.53   -39.28    12.00    -0.68    -1.30    -0.77   -16.22     0.00    75.47   712.01
   -22.00    -2.00   110.05  -177.29    31.56   -39.28     7.44    -0.68    -1.24    -0.70   -16.22    -1.49    75.47   655.58
   -22.00    -4.00    95.21  -176.11    33.48   -39.28     2.87    -0.68    -1.19    -0.62   -16.22    -2.97    75.47   598.83
   -22.00    -6.00    81.48  -175.01    35.32   -39.28    -1.73    -0.68    -1.13    -0.55   -16.22    -4.45    75.47   541.77
   -22.00    -8.00    68.75  -174.00    37.07   -39.28    -6.35    -0.68    -1.07    -0.48   -16.22    -5.93    75.47   484.41
   -22.00   -10.00    56.89  -173.06    38.75   -39.28   -10.99    -0.68    -1.01    -0.41   -16.22    -7.41    75.47   426.77
   -22.00   -12.00    45.83  -172.18    40.37   -39.28   -15.65    -0.68    -0.96    -0.34   -16.22    -8.88    75.47   368.86
   -22.00   -14.00    35.48  -171.35    41.93   -39.28   -20.33    -0.68    -0.90    -0.27   -16.22   -10.36    75.47   310.68
   -22.00   -16.00    25.79  -170.58    43.43   -39.28   -25.04    -0.68    -0.84    -0.21   -16.22   -11.83    75.47   252.24
   -22.00   -18.00    16.67  -169.85    44.89   -39.28   -29.76    -0.68    -0.79    -0.14   -16.22   -13.29    75.47   193.56
   -22.00   -20.00     8.09  -169.17    46.31   -39.28   -34.51    -0.68    -0.73    -0.07   -16.22   -14.76    75.47   134.63
   -22.00   -22.00     0.00  -168.53    47.68   -39.28   -39.28    -0.68    -0.68     0.00   -16.22   -16.22    75.47    75.47
   -22.00   -24.00    -7.65  -167.92    49.02   -39.28   -44.08    -0.68    -0.62     0.07   -16.22   -17.69    75.47    16.08
   -22.00   -26.00    -9.64  -167.76    49.37   -39.28   -45.38    -0.68    -0.60     0.09   -16.22   -18.08    75.47     0.00
   -24.00     0.00   132.11  -178.39    30.44   -44.08    12.00    -0.62    -1.30    -0.83   -17.69     0.00    16.08   712.01
   -24.00     2.00   149.14  -179.83    28.26   -44.08    16.54    -0.62    -1.36    -0.91   -17.69     1.49    16.08   768.10
   -24.00     4.00   167.69  -181.39    25.95   -44.08    21.05    -0.62    -1.42    -0.98   -17.69     2.98    16.08   823.84
   -24.00     6.00   187.97  -183.09    23.50   -44.08    25.54    -0.62    -1.47    -1.05   -17.69     4.48    16.08   879.21
   -24.00     8.00   210.23  -184.97    20.87   -44.08    30.01    -0.62    -1.53    -1.12   -17.69     5.98    16.08   934.19
   -24.00    10.00   234.79  -187.03    18.06   -44.08    34.46    -0.62    -1.59    -1.20   -17.69     7.48    16.08   988.75
   -24.00    12.00   262.03  -189.33    15.01   -44.08    38.88    -0.62    -1.65    -1.27   -17.69     8.99    16.08  1042.89
   -24.00    14.00   292.42  -191.89    11.69   -44.08    43.27    -0.62    -1.71    -1.35   -17.69    10.50    16.08  1096.57
   -24.00    16.00   326.55  -194.76     8.06   -44.08    47.64    -0.62    -1.77    -1.42   -17.69    12.01    16.08  1149.76
   -24.00    18.00   365.17  -198.01     4.05   -44.08    51.98    -0.62    -1.83    -1.50   -17.69    13.53    16.08  1202.44
   -24.00    20.00   409.23  -201.72    -0.42   -44.08    56.30    -0.62    -1.89    -1.57   -17.69    15.06    16.08  1254.59
   -24.00    22.00   460.00  -205.99    -5.46   -44.08    60.58    -0.62    -1.94    -1.65   -17.69    16.59    16.08  1306.16
   -24.00    24.00   519.14  -210.97   -11.21   -44.08    64.83    -0.62    -2.01    -1.72   -17.69    18.12    16.08  1357.12
